Date/Time,Name,Message
"21/11/2022, 11:54 am",Tom,حاضر❤️
"21/11/2022, 12:59 pm",rozblabann,Hadarlak el kheer yaraabb
"21/11/2022, 1:09 pm",Tom,😘😘😘
"21/11/2022, 3:00 pm",Dolly,<Media omitted>
"21/11/2022, 3:00 pm",Dolly,<Media omitted>
"21/11/2022, 3:01 pm",Dolly,<Media omitted>
"21/11/2022, 3:12 pm",rozblabann,Allaakkk!!
"21/11/2022, 3:12 pm",Shosho,ketfom el tawator besaraha
"21/11/2022, 3:12 pm",rozblabann,Bgaddd!
"21/11/2022, 3:13 pm",Shosho,elhamdulellah
"21/11/2022, 3:13 pm",Shosho,makalemtesh said leh
"21/11/2022, 3:13 pm",rozblabann,Yanhar abyaddd
"21/11/2022, 3:13 pm",rozblabann,W amalt ehh??
"21/11/2022, 3:15 pm",Dolly,<Media omitted>
"21/11/2022, 3:16 pm",Dolly,Et2khart 10 da2ye2 3l emthan
"21/11/2022, 3:17 pm",Dolly,Ana law mawriesh emthan kont madtosh haga
"21/11/2022, 3:18 pm",rozblabann,Homa welad kalbb
"21/11/2022, 3:18 pm",rozblabann,Ya3ammm da yeghayar el kalam da be 200 gneh max
"21/11/2022, 3:19 pm",rozblabann,Elhamdullah en mahasalaksh haga
"21/11/2022, 3:19 pm",rozblabann,Aaah tab3an
"21/11/2022, 3:20 pm",rozblabann,Mashyy khalas
"21/11/2022, 3:20 pm",rozblabann,Kheer kheer ashan emthanak
"21/11/2022, 3:22 pm",Dolly,خلاص بقي كنت عايز اخلص
"21/11/2022, 3:22 pm",rozblabann,Bezabtt aaahh
"21/11/2022, 3:23 pm",rozblabann,Elhamdullah enak bkheer
"21/11/2022, 3:29 pm",Shosho,<Media omitted>
"21/11/2022, 3:30 pm",Shosho,da3et meni w la2etha elh
"21/11/2022, 3:30 pm",Bobos,Offff el hamdullah ❤️❤️❤️
"21/11/2022, 3:30 pm",Dolly,الحمدلله
"21/11/2022, 3:30 pm",Shosho,❤️
"21/11/2022, 3:30 pm",Bobos,Ketfom el ta3ab el nafsy
"21/11/2022, 3:30 pm",Tom,احا مكلمتنيش ليه
"21/11/2022, 3:32 pm",Tom,<Media omitted>
"21/11/2022, 3:33 pm",Tom,انا بكلم بجد اقسم بالله
"21/11/2022, 3:34 pm",Tom,كتفمك @201023692525
"21/11/2022, 3:34 pm",Shosho,<Media omitted>
"21/11/2022, 3:35 pm",Dolly,يبني مفيش وقت انا عايز ادخل امتحن امتحان ب ٣٠ درجة
"21/11/2022, 3:36 pm",Shosho,خير الحمدلله
"21/11/2022, 3:36 pm",Tom,<Media omitted>
"21/11/2022, 3:36 pm",Tom,الحمدلله انها جت علي اد كدا
"21/11/2022, 3:36 pm",Tom,عاملين زي الصراصير والله
"21/11/2022, 3:36 pm",Dolly,اتلمت ايه اقسم بالله في الموقف بتاعهم
"21/11/2022, 3:36 pm",Dolly,<Media omitted>
"21/11/2022, 3:37 pm",Tom,ايوا يبني هما كدا
"21/11/2022, 3:46 pm",Bobos,https://vm.tiktok.com/ZMFuKcgaX/
"21/11/2022, 3:50 pm",Tom,🤣🤣🤣🤣🤣🤣🤣🤣🤣
"21/11/2022, 3:50 pm",rozblabann,Ewww🥴🥴🥴
"21/11/2022, 4:19 pm",Tom,كيروش لبس خازوق محترم
"21/11/2022, 4:21 pm",Yassin,فلوس حلال❤️
"21/11/2022, 4:22 pm",Yassin,مكلمتنيش ليه اجيلك
"21/11/2022, 4:22 pm",Dolly,<Media omitted>
"21/11/2022, 6:18 pm",Yassin,<Media omitted>
"21/11/2022, 6:22 pm",rozblabann,Danta el asaleyaa ya habeeb alby🥰🥰🥰
"21/11/2022, 6:22 pm",Tom,ترو
"21/11/2022, 6:26 pm",rozblabann,<Media omitted>
"21/11/2022, 6:49 pm",Yassin,<Media omitted>
"21/11/2022, 6:50 pm",rozblabann,Shbaaabbbb
"21/11/2022, 6:50 pm",rozblabann,Ana hakhale howar eskendereya da da3wa 3ama haa
"21/11/2022, 6:50 pm",Shosho,out
"21/11/2022, 6:50 pm",rozblabann,@201200699739 @201020316254 @201023692525 @201004614185 @201007315952 @201115138809
"21/11/2022, 6:51 pm",Yassin,Out
"21/11/2022, 6:51 pm",rozblabann,Laa ana batkalem bgaadd
"21/11/2022, 6:52 pm",Shosho,akid khaih daawa 3ama hayb2a ahla
"21/11/2022, 6:52 pm",rozblabann,Eh ra2yoko?
"21/11/2022, 6:52 pm",Shosho,bas daawa ama min
"21/11/2022, 6:52 pm",Yassin,<Media omitted>
"21/11/2022, 6:52 pm",Shosho,matheblenash sohabak btoo3 el gam3a yaani
"21/11/2022, 6:52 pm",rozblabann,Golden cafe
"21/11/2022, 6:53 pm",Yassin,<Media omitted>
"21/11/2022, 6:53 pm",Shosho,<Media omitted>
"21/11/2022, 6:53 pm",Shosho,<Media omitted>
"21/11/2022, 6:53 pm",Yassin,<Media omitted>
"21/11/2022, 6:53 pm",Shosho,<Media omitted>
"21/11/2022, 6:54 pm",Yassin,<Media omitted>
"21/11/2022, 6:54 pm",Shosho,betedrabo ba3d ma meshy b rob3 sa3a
"21/11/2022, 6:55 pm",Yassin,عنبه اعزب بدون عيال ٢٠٥٠ بيشوف ديه
"21/11/2022, 6:55 pm",Shosho,aal yaani enta keda el shoga3 yaani
"21/11/2022, 6:55 pm",Yassin,<Media omitted>
"21/11/2022, 6:55 pm",Dolly,هو انت فاكر انك ممكن تسافر إسكندرية من غير احمد جمال🤣🤣🤣🤣😂🤣🤣🤣🤣🤣🤣🤣🤣
"21/11/2022, 6:55 pm",Dolly,ده ممكن ينحتر
"21/11/2022, 6:55 pm",Dolly,ينتحر
"21/11/2022, 6:55 pm",Yassin,ماشي ماشي
"21/11/2022, 6:55 pm",Shosho,ollo walahi
"21/11/2022, 6:55 pm",rozblabann,Howa ana gebt seret ahmed gamal?
"21/11/2022, 6:56 pm",rozblabann,Rod ala ad el so2al?
"21/11/2022, 6:56 pm",Yassin,احمد جمال لبقيه عمره :
"21/11/2022, 6:56 pm",Shosho,asdo el ba2y yasta @201200699739
"21/11/2022, 6:56 pm",Yassin,<Media omitted>
"21/11/2022, 6:56 pm",Dolly,لا قصدي عموما
"21/11/2022, 6:56 pm",Shosho,😆😆😆😆
"21/11/2022, 6:56 pm",rozblabann,Aaool ala el group ba2a?
"21/11/2022, 6:56 pm",Dolly,هو انتم مينفعش نطلع الخميس
"21/11/2022, 6:57 pm",Yassin,براحتك لو عايز الشقه تتكسر
"21/11/2022, 6:57 pm",rozblabann,Khamis beleel awy
"21/11/2022, 6:57 pm",Dolly,انا السبت عندي جامعة و ٢ اسيمنت
"21/11/2022, 6:57 pm",Shosho,شومان عنده عيد ميلاد
"21/11/2022, 6:57 pm",rozblabann,Ana ma3andeesh moshkela
"21/11/2022, 6:57 pm",Shosho,اخنا عندنا حفلة انا و شومان
"21/11/2022, 6:57 pm",Shosho,في ال AAST
"21/11/2022, 6:57 pm",Dolly,احنا نروح الخميس بليل بالقطر
"21/11/2022, 6:58 pm",Yassin,حفله طهور
"21/11/2022, 6:58 pm",Shosho,😜
"21/11/2022, 6:58 pm",Yassin,وماله
"21/11/2022, 6:58 pm",rozblabann,Ma3andeesh mane3 fe ay haga
"21/11/2022, 6:58 pm",Dolly,نوصل الجمعة نتفسح طول اليوم و نروح
"21/11/2022, 6:58 pm",rozblabann,Laa
"21/11/2022, 6:58 pm",Yassin,<Media omitted>
"21/11/2022, 6:58 pm",Yassin,انا اوت كك
"21/11/2022, 6:58 pm",Dolly,نونو والله
"21/11/2022, 6:59 pm",Shosho,trye
"21/11/2022, 6:59 pm",Yassin,Trye
"21/11/2022, 6:59 pm",Yassin,معلش بقى  اصل عندي كتاب يوم الجمعه
"21/11/2022, 7:00 pm",Dolly,كتاب
"21/11/2022, 7:00 pm",Dolly,<Media omitted>
"21/11/2022, 7:00 pm",Yassin,<Media omitted>
"21/11/2022, 7:01 pm",Dolly,😕😕😕
"21/11/2022, 7:01 pm",Yassin,Hasmik nil wa ab3thali
"21/11/2022, 7:01 pm",Dolly,ماشي
"21/11/2022, 7:01 pm",Yassin,Yala
"21/11/2022, 7:02 pm",Shosho,لا حول ولا قوة الا بالله
"21/11/2022, 7:02 pm",Yassin,والله والله والله والاه
"21/11/2022, 7:02 pm",Yassin,كنت
"21/11/2022, 7:02 pm",Yassin,عارف
"21/11/2022, 7:02 pm",Yassin,انك هتقول كسمك
"21/11/2022, 7:02 pm",Yassin,😂😂😂😂😂😂😂😂😂😂😂😂
"21/11/2022, 7:02 pm",Dolly,<Media omitted>
"21/11/2022, 7:02 pm",Shosho,جاحد
"21/11/2022, 7:03 pm",Yassin,يبنالاحبه يدولي
"21/11/2022, 7:03 pm",Yassin,<Media omitted>
"21/11/2022, 7:03 pm",Dolly,<Media omitted>
"21/11/2022, 7:03 pm",Yassin,😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆
"21/11/2022, 7:03 pm",Yassin,كده كده😆😆😆😆
"21/11/2022, 7:03 pm",Shosho,<Media omitted>
"21/11/2022, 7:03 pm",Dolly,<Media omitted>
"21/11/2022, 7:04 pm",Yassin,<Media omitted>
"21/11/2022, 7:07 pm",Dolly,اه ادفعها
"21/11/2022, 7:07 pm",Dolly,حلو لما نت بيبقي حلو بيكون حلو نييك
"21/11/2022, 7:08 pm",Shosho,<Media omitted>
"21/11/2022, 7:08 pm",Shosho,<Media omitted>
"21/11/2022, 7:09 pm",Yassin,Aywa kant 3andi bs khalst wa mgddtsh
"21/11/2022, 7:09 pm",Dolly,هيا تعتبر حرام ولا بالحب😂😂
"21/11/2022, 7:09 pm",Dolly,حاسسها عادي يعني
"21/11/2022, 7:10 pm",Yassin,حرام
"21/11/2022, 7:10 pm",Shosho,حرام في وجهة نظري
"21/11/2022, 7:10 pm",Yassin,ذاكر يا لتات احسنلك
"21/11/2022, 7:10 pm",Dolly,<Media omitted>
"21/11/2022, 7:10 pm",Yassin,ايوه فين الحلال
"21/11/2022, 7:11 pm",Yassin,يهبل😆😆😆😆😆
"21/11/2022, 7:11 pm",Dolly,مش مبرر فعلا🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"21/11/2022, 7:11 pm",Dolly,بضحك علي نفسي
"21/11/2022, 7:11 pm",Yassin,<Media omitted>
"21/11/2022, 11:51 pm",rozblabann,<Media omitted>
"21/11/2022, 11:51 pm",rozblabann,<Media omitted>
"22/11/2022, 12:01 am",Tom,دبلوماسي من يومك @201124570808 ❤️
"22/11/2022, 12:06 am",rozblabann,Bahebaakk
"22/11/2022, 12:07 am",Tom,<Media omitted>
"22/11/2022, 12:54 am",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 12:55 am",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 12:56 am",Tee7a,😂😂😂😂😂😂😂😂
"22/11/2022, 12:56 am",Tee7a,Ana bazabat wa2ty wallahy
"22/11/2022, 1:01 am",Tom,<Media omitted>
"22/11/2022, 1:02 am",Bobos,Ya3am t3ala we ha7afazhalak ya3am 🤣🤣
"22/11/2022, 1:02 am",Tom,حاضر❤️
"22/11/2022, 1:08 am",Bobos,<Media omitted>
"22/11/2022, 1:10 am",Tom,😂😂😂😂😂😂😂😂😂😂
"22/11/2022, 1:23 am",Shosho,bakrahooo
"22/11/2022, 1:30 am",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣8etet
"22/11/2022, 1:30 am",Shosho,fashkh😂😂😂😂😂😂😂
"22/11/2022, 1:30 am",Shosho,+
"22/11/2022, 1:30 am",Shosho,ketfomen om bawaba 4 nadi el shams
"22/11/2022, 1:31 am",Shosho,yarab el maw2af da yewla3
"22/11/2022, 1:34 am",Bobos,Gahez 22olak 3la a8rab 7aga momken tesma3ha fe 7yatak
"22/11/2022, 1:57 am",Shosho,lala di mesh haga ghariba
"22/11/2022, 1:57 am",Shosho,el nadi 3emlaaaaakkkk
"22/11/2022, 2:01 am",Bobos,True bas heya bawaba bdaan awy
"22/11/2022, 2:54 am",Yassin,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 و انا
"22/11/2022, 10:54 am",rozblabann,Enta leh maradetsh alaya private
"22/11/2022, 12:12 pm",Shosho,For Computer Engineering or Computer Science Students
"22/11/2022, 12:20 pm",Shosho,laa khalas da tele3 ehna bas
"22/11/2022, 12:20 pm",Shosho,@201124570808
"22/11/2022, 12:38 pm",Bobos,Sorry m5adte4 baly
"22/11/2022, 12:43 pm",Shosho,okay
"22/11/2022, 1:35 pm",Yassin,Argentine gabt 3 goals offside😂😂😂😂😂😂😂
"22/11/2022, 1:54 pm",Shosho,saudia byel3abo offside trap bas
"22/11/2022, 1:56 pm",Yassin,😍
"22/11/2022, 2:21 pm",rozblabann,Akademeya fo2
"22/11/2022, 2:21 pm",rozblabann,<Media omitted>
"22/11/2022, 2:21 pm",rozblabann,Da wahed sahby el amel el club da
"22/11/2022, 2:21 pm",Tom,W kasbaneen beeh
"22/11/2022, 2:22 pm",rozblabann,@201023692525 ta3ala etfarag fel mabna bta3na taht
"22/11/2022, 2:22 pm",Tom,Awel marra ashuf had byl3b offside trap kda w mafeesh kora betgally menhom
"22/11/2022, 2:23 pm",Shosho,ehleff
"22/11/2022, 2:23 pm",Shosho,andoko shasha?
"22/11/2022, 2:23 pm",Shosho,hatgali et2al
"22/11/2022, 2:24 pm",Tom,Insha’allah la
"22/11/2022, 2:24 pm",Shosho,wala
"22/11/2022, 2:24 pm",Shosho,enta faker suadia hateksab begad wala eh😂
"22/11/2022, 2:24 pm",rozblabann,Oxembellah rl azim
"22/11/2022, 2:25 pm",rozblabann,…..
"22/11/2022, 2:48 pm",Yassin,خخخخخخخخ كتفمك على كسم ميسي و الارجنتين
"22/11/2022, 2:49 pm",Shosho,laa ehterem nafsak
"22/11/2022, 2:49 pm",Shosho,mabahazarsh
"22/11/2022, 2:52 pm",Yassin,يديييينننيييي
"22/11/2022, 2:53 pm",Yassin,احااااا
"22/11/2022, 2:53 pm",Yassin,خخخخخخ شوفتوا الهجمه ديه شلها براسه
"22/11/2022, 3:06 pm",Yassin,<Media omitted>
"22/11/2022, 3:06 pm",Yassin,Aaaaa333333
"22/11/2022, 3:06 pm",Yassin,Match 3alamy
"22/11/2022, 3:06 pm",rozblabann,HAHAHAHAHA
"22/11/2022, 3:07 pm",rozblabann,<Media omitted>
"22/11/2022, 3:09 pm",Yassin,انا و  امي صوتنا اتنبح
"22/11/2022, 3:09 pm",Dolly,ماتش للتاريخ
"22/11/2022, 3:09 pm",Yassin,ماتش تحفه
"22/11/2022, 3:09 pm",Yassin,تحححفه
"22/11/2022, 3:09 pm",Dolly,اقسم باللله
"22/11/2022, 3:09 pm",Yassin,رجاله فوق راسنا
"22/11/2022, 3:10 pm",Dolly,الناس كانت بتشجع كأنها مصر بتلعب
"22/11/2022, 3:10 pm",Yassin,واللله و احنا
"22/11/2022, 3:10 pm",Dolly,الكلية كلها خلصوا امتحان وقاعدين علي قهاوي
"22/11/2022, 3:10 pm",Dolly,انا في حلوان لسه
"22/11/2022, 3:10 pm",Yassin,يبني اقسم بالله ريقي نشف كأنه نهائي كاس امم افرقيا
"22/11/2022, 3:10 pm",Yassin,عملت ايه يا خويا
"22/11/2022, 3:11 pm",Dolly,الحمد لله قشطة حلو
"22/11/2022, 3:11 pm",Dolly,بكره اخر مادة
"22/11/2022, 3:11 pm",Yassin,الملون بيعيط دلوقت مولود فحواري بوينوس ايريس
"22/11/2022, 3:11 pm",rozblabann,True
"22/11/2022, 3:11 pm",Yassin,<Media omitted>
"22/11/2022, 3:11 pm",Dolly,🤣🤣🤣🤣🤣🤣
"22/11/2022, 3:11 pm",rozblabann,HAHAHAHAHAHAHA
"22/11/2022, 3:12 pm",Yassin,<Media omitted>
"22/11/2022, 3:12 pm",Yassin,<Media omitted>
"22/11/2022, 3:24 pm",Tom,🖕🏻
"22/11/2022, 3:24 pm",Tom,<Media omitted>
"22/11/2022, 3:26 pm",Tom,😂😂😂😂😂😂😂😂😂😂😂😂
"22/11/2022, 3:29 pm",Yassin,facebook.com/watch/?ref=search&v=1177486379546793&external_log_id=7273ea27-f4b5-428c-993f-ee36440d06b5&q=اهداف%20السعودية%20اليوم
"22/11/2022, 3:34 pm",Shosho,<Media omitted>
"22/11/2022, 3:35 pm",Tom,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 3:36 pm",Yassin,😂😂😂😂😂😂😂😂😂😂😂 قوله معلش يا حجيج نعوض في الجي
"22/11/2022, 3:37 pm",rozblabann,HAHAHAHHAHA
"22/11/2022, 3:37 pm",rozblabann,HAHAHAHAHHAHAAHHAA😂😂😂❤️
"22/11/2022, 3:37 pm",Yassin,انا فرحان نيييك😂😂😂😂😂😂😂
"22/11/2022, 3:38 pm",Yassin,والله سعيييد بشكل مش طبيعي
"22/11/2022, 3:39 pm",Shosho,leh yaani
"22/11/2022, 3:39 pm",Shosho,howa enta mawlpod f hawary el riyadh?
"22/11/2022, 3:39 pm",Yassin,عشان كسبوا
"22/11/2022, 3:39 pm",Yassin,اه
"22/11/2022, 3:39 pm",Yassin,حواري جده
"22/11/2022, 3:39 pm",Yassin,😜
"22/11/2022, 3:39 pm",Shosho,wana mawlood f buenos aires
"22/11/2022, 3:39 pm",Yassin,طب عيط بقه ههههههههههههههه
"22/11/2022, 3:40 pm",Shosho,<Media omitted>
"22/11/2022, 3:40 pm",Yassin,تعيش و تاخد غيرها هههههههه
"22/11/2022, 3:40 pm",Yassin,😆😆😆😆😆😆😆
"22/11/2022, 3:40 pm",Shosho,<Media omitted>
"22/11/2022, 3:40 pm",Yassin,<Media omitted>
"22/11/2022, 3:41 pm",Yassin,حبيبي يا شوشو السعوديه و الارجنتين سوا ان شاء الله
"22/11/2022, 3:41 pm",Shosho,<Media omitted>
"22/11/2022, 3:41 pm",Yassin,<Media omitted>
"22/11/2022, 3:41 pm",Shosho,<Media omitted>
"22/11/2022, 3:46 pm",Yassin,<Media omitted>
"22/11/2022, 4:02 pm",Tom,Vikings
"22/11/2022, 4:02 pm",Tom,دنمارك ولا نرويج
"22/11/2022, 4:06 pm",Yassin,azon malhmosh 7eta mo3yna
"22/11/2022, 4:07 pm",Yassin,kano norway wa sweden wa denmark wal uk 3la ma a3tkd kano msa7a kabira
"22/11/2022, 4:14 pm",Tom,تمام❤️
"22/11/2022, 4:18 pm",Dolly,احترمممم عقولنااااا يا سالم❤️🇸🇦🇸🇦
"22/11/2022, 4:21 pm",Dolly,<Media omitted>
"22/11/2022, 4:26 pm",Yassin,https://youtu.be/NMZJYOqVkn0
"22/11/2022, 6:20 pm",Tom,ياسر الشهراني تعرض الى كسر في الفك وعظام الوجه الايسر، ويحتاج لتدخل جراحي سريع، وانتهى كأس العالم له.
"22/11/2022, 6:25 pm",Yassin,كأس العام بقى
"22/11/2022, 6:25 pm",Yassin,كسر الفك ده صعب نيك
"22/11/2022, 6:26 pm",Yassin,بيقعد بتاع 5 شهور
"22/11/2022, 6:29 pm",Dolly,حارس السعودية هيتأثر نيييك
"22/11/2022, 6:37 pm",Tom,فشششخ
"22/11/2022, 6:55 pm",Tom,رسميًا..
"22/11/2022, 6:55 pm",Yassin,انهرده كان اجازه
"22/11/2022, 6:56 pm",Tom,لا كان نص يوم بس
"22/11/2022, 7:04 pm",rozblabann,Fagerrrrr
"22/11/2022, 7:04 pm",rozblabann,HAHAHAHAHAH
"22/11/2022, 7:08 pm",Shosho,❤️❤️❤️❤️❤️
"22/11/2022, 7:08 pm",Shosho,yekhrebet halawet el farha
"22/11/2022, 7:09 pm",Shosho,yel3an abo montakhab masr😂
"22/11/2022, 7:09 pm",Tom,ترو بصراحة
"22/11/2022, 7:10 pm",Tom,بص احنا فرحنا ازاي
"22/11/2022, 7:10 pm",Tom,ما بالك هما
"22/11/2022, 7:29 pm",rozblabann,Awyyyy
"22/11/2022, 7:29 pm",rozblabann,YESSSSS
"22/11/2022, 7:29 pm",rozblabann,Siso ento tamoura gayelko 2/12
"22/11/2022, 7:29 pm",rozblabann,Youm el gom3a
"22/11/2022, 7:29 pm",rozblabann,Te3raf tedakhalny el hafla?
"22/11/2022, 7:29 pm",rozblabann,MATKALLEMNY @201023692525
"22/11/2022, 7:30 pm",Tom,<Media omitted>
"22/11/2022, 7:31 pm",rozblabann,Ya3am 3adyy akid leha hal
"22/11/2022, 7:31 pm",rozblabann,Etsaraflyy ya siso
"22/11/2022, 7:32 pm",Tom,Hahawel Hader
"22/11/2022, 7:32 pm",Shosho,<Media omitted>
"22/11/2022, 7:32 pm",rozblabann,Ana bahebak awyy
"22/11/2022, 7:32 pm",Tom,Ana insha’allah ehtmal agy alex @201124570808
"22/11/2022, 7:32 pm",Shosho,خخخخخخخخخخخخخخ
"22/11/2022, 7:32 pm",Shosho,قول اقسم بالله
"22/11/2022, 7:32 pm",Tom,ملعوبة موت
"22/11/2022, 7:32 pm",rozblabann,<Media omitted>
"22/11/2022, 7:32 pm",rozblabann,Oxembellah hafraahhhhh awyyyyy
"22/11/2022, 7:33 pm",Tom,<Media omitted>
"22/11/2022, 7:33 pm",Tom,<Media omitted>
"22/11/2022, 7:33 pm",Tom,في ايه يبني😂😂😂😂😂😂
"22/11/2022, 7:33 pm",rozblabann,<Media omitted>
"22/11/2022, 7:33 pm",rozblabann,Wallahy hafrah awyyyy
"22/11/2022, 7:33 pm",rozblabann,Allaakkk law batetna
"22/11/2022, 7:33 pm",rozblabann,Awel mara abat maa sisooooo
"22/11/2022, 7:33 pm",Shosho,هو ايه اللي في ايه هي دي حاجة عادية يعني؟
"22/11/2022, 7:33 pm",rozblabann,Aaah ekhras enta w kallemny
"22/11/2022, 7:34 pm",Tom,اه اوي
"22/11/2022, 7:34 pm",Shosho,حالا
"22/11/2022, 7:34 pm",rozblabann,Mashy yala
"22/11/2022, 7:34 pm",Shosho,معاية مكالمة دولية بس
"22/11/2022, 7:34 pm",rozblabann,Matlokesh kteer
"22/11/2022, 7:34 pm",Tom,<Media omitted>
"22/11/2022, 7:34 pm",rozblabann,Tayebb khalas w kallemny
"22/11/2022, 7:34 pm",rozblabann,Enta ebnnn 3asalll entaaaaa
"22/11/2022, 7:34 pm",rozblabann,@201007315952 farahnaaaa ba2a w ool enak innn enta kman Insha’Allah
"22/11/2022, 7:35 pm",rozblabann,@201020316254 ❤️❤️❤️❤️❤️❤️❤️
"22/11/2022, 7:35 pm",Tom,بموت فيك
"22/11/2022, 7:36 pm",rozblabann,Wana oxembellah
"22/11/2022, 7:48 pm",Tom,<Media omitted>
"22/11/2022, 7:52 pm",rozblabann,True
"22/11/2022, 7:53 pm",Shosho,<Media omitted>
"22/11/2022, 7:53 pm",Dolly,الله اكبر عاش
"22/11/2022, 7:54 pm",rozblabann,<Media omitted>
"22/11/2022, 7:54 pm",Shosho,habibi
"22/11/2022, 7:54 pm",rozblabann,Laziza el akademeya
"22/11/2022, 7:54 pm",Shosho,ana hashil micro ghaleban
"22/11/2022, 7:54 pm",rozblabann,EHHH MATKALLEMNY
"22/11/2022, 7:54 pm",Dolly,الفايق❤️
"22/11/2022, 7:54 pm",Shosho,<Media omitted>
"22/11/2022, 7:55 pm",rozblabann,🫡🫡🫡🫡🫡🫡
"22/11/2022, 7:55 pm",Shosho,mamnoo3 el mokalmat hena
"22/11/2022, 7:55 pm",Dolly,بابا باسك وادك ٥٠٠ جنية
"22/11/2022, 7:55 pm",rozblabann,<Media omitted>
"22/11/2022, 7:55 pm",Dolly,<Media omitted>
"22/11/2022, 7:55 pm",Shosho,😂😂😂😂😂😂😂😂😂😂😂
"22/11/2022, 7:55 pm",Dolly,بابا
"22/11/2022, 7:55 pm",Dolly,<Media omitted>
"22/11/2022, 8:07 pm",Yassin,مصر دائما
"22/11/2022, 8:12 pm",Yassin,<Media omitted>
"22/11/2022, 8:13 pm",rozblabann,😂😂😂😂😂😂
"22/11/2022, 8:14 pm",Dolly,<Media omitted>
"22/11/2022, 8:14 pm",Yassin,هتتكرهب في البرج امتى
"22/11/2022, 8:14 pm",Yassin,كرهب
"22/11/2022, 8:14 pm",Yassin,😂😂😂
"22/11/2022, 8:14 pm",Dolly,الدكتورة ديه كانت معيدة السنة الفاتت واول سنة ليها وشايفه نفسها و ملهاش امتحانات قبل كدة
"22/11/2022, 8:15 pm",Dolly,عايزه بقي تثبت نفسها وسط باقي الدكاتره
"22/11/2022, 8:15 pm",Yassin,ايوه
"22/11/2022, 8:15 pm",Yassin,بيعملوا كده
"22/11/2022, 8:15 pm",Dolly,خد بالك بقيت فاهم البرج ده بيعمل ايه و بيتعمل ازاي
"22/11/2022, 8:16 pm",Yassin,مشاء الله مشاء الله
"22/11/2022, 8:16 pm",Yassin,😄
"22/11/2022, 8:16 pm",Yassin,<Media omitted>
"22/11/2022, 8:17 pm",Dolly,هو احمد قسم ايه @201004614185
"22/11/2022, 8:17 pm",Tom,Lewandoski daya3 penalty
"22/11/2022, 8:17 pm",Yassin,ليفا
"22/11/2022, 8:17 pm",Tom,Computer
"22/11/2022, 8:17 pm",Yassin,قوله خف حك
"22/11/2022, 8:18 pm",Dolly,ده هيدق😁
"22/11/2022, 8:18 pm",Tom,🤫
"22/11/2022, 8:18 pm",Yassin,ناديه بتديني الشاي في الاوضه بتقولي الاوضه رحتها بامبرز و طلعت
"22/11/2022, 8:18 pm",Yassin,😂😂😂😂😂😂😂😂😂😂😂😂😂 كسم القله
"22/11/2022, 8:18 pm",Tom,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 8:19 pm",Yassin,عامل ايه يت سعوده يا جميل
"22/11/2022, 8:19 pm",Yassin,خلصت الميد
"22/11/2022, 8:19 pm",Shosho,😂😂😂😂😂😂
"22/11/2022, 8:20 pm",Yassin,بيقول كهرباء بس
"22/11/2022, 8:20 pm",Yassin,لو قال كهربا هيتحرق
"22/11/2022, 8:20 pm",Yassin,احمد فيشا
"22/11/2022, 8:23 pm",Dolly,<Media omitted>
"22/11/2022, 8:29 pm",Shosho,🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 8:34 pm",Yassin,<Media omitted>
"22/11/2022, 8:34 pm",Yassin,ص = صنايعي
"22/11/2022, 8:40 pm",Bobos,الان هضرب ١٠
"22/11/2022, 8:41 pm",Shosho,lala
"22/11/2022, 8:41 pm",Shosho,yassin
"22/11/2022, 8:41 pm",Shosho,ana mot mel dehk walahi
"22/11/2022, 8:41 pm",Yassin,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
"22/11/2022, 8:41 pm",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 8:41 pm",Yassin,walahi 3amltha
"22/11/2022, 8:41 pm",Yassin,abl masm3
"22/11/2022, 8:41 pm",Yassin,al voicenote bta3to @201200699739
"22/11/2022, 8:42 pm",Bobos,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 8:42 pm",Shosho,خخخ🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"22/11/2022, 8:42 pm",Yassin,alhowa hata ma23dtsh al ouda ra7tha pampers wa mashiet
"22/11/2022, 8:42 pm",Yassin,😆😆
"22/11/2022, 8:43 pm",Shosho,😂😂😂😂😂😂😂😂😂😂😂😂😂 كسم القله
"22/11/2022, 8:46 pm",rozblabann,Lalalalaaaa
